date,position,song,artist,popularity,duration_ms,album_type,total_tracks,release_date,is_explicit,album_cover_url
9/25/2023,48,Snooze,SZA,91,201800,album,23,12/9/2022,TRUE,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
9/25/2023,49,See You Again (feat. Kali Uchis),"Tyler, The Creator",91,180386,album,14,7/21/2017,TRUE,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
9/25/2023,50,WHERE SHE GOES,Bad Bunny,93,231704,single,1,5/18/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273ab5c9cd818ad6ed3e9b79cd1
9/26/2023,1,Paint The Town Red,Doja Cat,58,230480,album,15,9/20/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb
9/26/2023,2,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,97,184400,single,3,7/14/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273bf5cce5a0e1ed03a626bdd74
9/26/2023,3,Cruel Summer,Taylor Swift,98,178426,album,18,8/23/2019,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
9/26/2023,4,Strangers,Kenya Grace,92,172964,single,1,9/1/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
9/26/2023,5,QLONA,KAROL G,91,172797,album,9,8/10/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
9/26/2023,6,LALA,Myke Towers,97,197920,album,23,3/23/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05
9/26/2023,7,vampire,Olivia Rodrigo,93,219724,album,12,9/8/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
9/26/2023,8,greedy,Tate McRae,88,131872,single,1,9/15/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
9/26/2023,9,LADY GAGA,Peso Pluma,94,212878,album,17,6/29/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba
9/26/2023,10,Columbia,Quevedo,96,186000,single,1,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273a00a817b017c6f6bf8460be9
9/26/2023,11,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,96,222369,single,1,7/13/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e
9/26/2023,12,Dance The Night - From Barbie The Album,Dua Lipa,95,176579,single,1,5/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192
9/26/2023,13,I Wanna Be Yours,Arctic Monkeys,93,183956,album,12,9/9/2013,FALSE,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
9/26/2023,14,Daylight,David Kushner,94,212953,single,1,4/14/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
9/26/2023,15,fukumean,Gunna,95,125040,album,15,6/16/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273017d5e26552345c4b1575b6c
9/26/2023,16,bad idea right?,Olivia Rodrigo,92,184783,album,12,9/8/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
9/26/2023,17,Chaleya,Anirudh Ravichander,78,200373,album,7,9/5/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e452a6e11147f3e56aee6f5b
9/26/2023,18,Kill Bill,SZA,91,153946,album,23,12/8/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
9/26/2023,19,Primera Cita,Carin Leon,85,186455,album,18,5/19/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730e30fcf494fd711ad068d1cd
9/26/2023,20,As It Was,Harry Styles,92,167303,album,13,5/20/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
9/26/2023,21,Prada,cassö & RAYE & D-Block Europe,91,132359,single,1,8/11/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e4b7dccdfd54375ded9ccc5c
9/26/2023,22,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,90,191466,single,1,8/30/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273c069abd6ab0ed961aa7b2d39
9/26/2023,23,Slow Dancing,V,93,187026,single,6,9/8/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2738e504c5aedaae49a73ed4963
9/26/2023,24,get him back!,Olivia Rodrigo,91,211141,album,12,9/8/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
9/26/2023,25,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,91,227195,album,16,8/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
9/26/2023,26,Starboy,The Weeknd,92,230453,album,18,11/25/2016,TRUE,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
9/26/2023,27,Agora Hills,Doja Cat,58,265360,album,15,9/20/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb
9/26/2023,28,Classy 101,Feid & Young Miko,93,195986,single,1,3/31/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27329ebee2b5fb008871fcd201a
9/26/2023,29,Super Shy,NewJeans,92,154666,single,2,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2733d98a0ae7c78a3a9babaf8af
9/26/2023,30,Según Quién,Maluma,77,142334,album,25,8/25/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273d688b951a19f48941682e026
9/26/2023,31,Sprinter,Dave & Central Cee,94,229133,single,1,6/1/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e3a09a9ae3f1fa102c110e60
9/26/2023,32,Flowers,Miley Cyrus,93,200600,album,13,3/10/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27358039b5147731b6e52202e46
9/26/2023,33,Slime You Out (feat. SZA),Drake & SZA,89,310490,single,1,9/15/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2733b2df9103b8b1bad69ec4aa9
9/26/2023,34,Holanda,Jhayco,91,231693,single,1,7/28/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273cd2ceb6adaa32ecc83cec5c3
9/26/2023,35,Style,Taylor Swift,81,231000,album,13,10/27/2014,FALSE,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148
9/26/2023,36,Blank Space,Taylor Swift,81,231826,album,13,10/27/2014,FALSE,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148
9/26/2023,37,Heeriye (feat. Arijit Singh),Jasleen Royal & Arijit Singh & Dulquer Salmaan,89,194857,single,1,7/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27302ea9d69484ed871c3e34bea
9/26/2023,38,Die For You,The Weeknd,89,260253,album,18,11/24/2016,FALSE,https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a
9/26/2023,39,un x100to,Grupo Frontera,82,194563,album,12,8/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27382ce4c7bbf861185252e82ae
9/26/2023,40,MI EX TENÍA RAZÓN,KAROL G,87,154374,album,9,8/10/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
9/26/2023,41,Another Love,Tom Odell,90,244360,album,15,6/24/2013,TRUE,https://i.scdn.co/image/ab67616d0000b2731917a0f3f4152622a040913f
9/26/2023,42,Ella Baila Sola,Eslabon Armado,86,165671,album,16,4/28/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273dfddf1cb31b85a6d28b7d91f
9/26/2023,43,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,92,215466,single,1,6/2/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2734c8f092adc59b4bf4212389d
9/26/2023,44,La Bebe - Remix,Yng Lvcas & Peso Pluma,93,234352,single,2,3/17/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9
9/26/2023,45,Locked out of Heaven,Bruno Mars,90,233478,album,10,12/7/2012,FALSE,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46
9/26/2023,46,El Jefe,Shakira & Fuerza Regida,79,170297,single,1,9/20/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2731e45888bd125c016dbe319aa
9/26/2023,47,EL AMOR DE SU VIDA,Grupo Frontera,86,165848,album,12,8/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27382ce4c7bbf861185252e82ae
9/26/2023,48,Snooze,SZA,91,201800,album,23,12/9/2022,TRUE,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
9/26/2023,49,See You Again (feat. Kali Uchis),"Tyler, The Creator",91,180386,album,14,7/21/2017,TRUE,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
9/26/2023,50,WHERE SHE GOES,Bad Bunny,93,231704,single,1,5/18/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273ab5c9cd818ad6ed3e9b79cd1
9/27/2023,1,Paint The Town Red,Doja Cat,71,230480,album,15,9/20/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb
9/27/2023,2,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,97,184400,single,3,7/14/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273bf5cce5a0e1ed03a626bdd74
9/27/2023,3,UN PREVIEW,Bad Bunny,0,165582,single,1,9/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273c1156c6f6dedd4b9bdf89428
9/27/2023,4,Cruel Summer,Taylor Swift,98,178426,album,18,8/23/2019,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
9/27/2023,5,Strangers,Kenya Grace,93,172964,single,1,9/1/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
9/27/2023,6,QLONA,KAROL G,92,172797,album,9,8/10/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
9/27/2023,7,greedy,Tate McRae,89,131872,single,1,9/15/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
9/27/2023,8,LALA,Myke Towers,97,197920,album,23,3/23/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05
9/27/2023,9,vampire,Olivia Rodrigo,93,219724,album,12,9/8/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
9/27/2023,10,Columbia,Quevedo,95,186000,single,1,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273a00a817b017c6f6bf8460be9
9/27/2023,11,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,96,222369,single,1,7/13/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e
9/27/2023,12,fukumean,Gunna,95,125040,album,15,6/16/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273017d5e26552345c4b1575b6c
9/27/2023,13,Dance The Night - From Barbie The Album,Dua Lipa,95,176579,single,1,5/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192
9/27/2023,14,Daylight,David Kushner,94,212953,single,1,4/14/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
9/27/2023,15,LADY GAGA,Peso Pluma,94,212878,album,17,6/29/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba
9/27/2023,16,I Wanna Be Yours,Arctic Monkeys,93,183956,album,12,9/9/2013,FALSE,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
9/27/2023,17,Prada,cassö & RAYE & D-Block Europe,92,132359,single,1,8/11/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e4b7dccdfd54375ded9ccc5c
9/27/2023,18,bad idea right?,Olivia Rodrigo,92,184783,album,12,9/8/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
9/27/2023,19,As It Was,Harry Styles,92,167303,album,13,5/20/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
9/27/2023,20,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,91,227195,album,16,8/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
9/27/2023,21,Kill Bill,SZA,91,153946,album,23,12/8/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
9/27/2023,22,Agora Hills,Doja Cat,64,265360,album,15,9/20/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb
9/27/2023,23,Starboy,The Weeknd,92,230453,album,18,11/25/2016,TRUE,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
9/27/2023,24,Chaleya,Anirudh Ravichander,79,200373,album,7,9/5/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e452a6e11147f3e56aee6f5b
9/27/2023,25,Primera Cita,Carin Leon,85,186455,album,18,5/19/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730e30fcf494fd711ad068d1cd
9/27/2023,26,get him back!,Olivia Rodrigo,92,211141,album,12,9/8/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
9/27/2023,27,Flowers,Miley Cyrus,55,200600,album,14,8/18/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273cd222052a2594be29a6616b5
9/27/2023,28,Según Quién,Maluma,79,142334,album,25,8/25/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273d688b951a19f48941682e026
9/27/2023,29,Sprinter,Dave & Central Cee,94,229133,single,1,6/1/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e3a09a9ae3f1fa102c110e60
9/27/2023,30,Holanda,Jhayco,92,231693,single,1,7/28/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273cd2ceb6adaa32ecc83cec5c3
9/27/2023,31,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,90,191466,single,1,8/30/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273c069abd6ab0ed961aa7b2d39
9/27/2023,32,Slow Dancing,V,93,187026,single,6,9/8/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2738e504c5aedaae49a73ed4963
9/27/2023,33,Classy 101,Feid & Young Miko,93,195986,single,1,3/31/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27329ebee2b5fb008871fcd201a
9/27/2023,34,Style,Taylor Swift,81,231000,album,13,10/27/2014,FALSE,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148
9/27/2023,35,Die For You,The Weeknd,89,260253,album,18,11/24/2016,FALSE,https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a
9/27/2023,36,Blank Space,Taylor Swift,81,231826,album,13,10/27/2014,FALSE,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148
9/27/2023,37,Slime You Out (feat. SZA),Drake & SZA,89,310490,single,1,9/15/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2733b2df9103b8b1bad69ec4aa9
9/27/2023,38,Another Love,Tom Odell,90,244360,album,15,6/24/2013,TRUE,https://i.scdn.co/image/ab67616d0000b2731917a0f3f4152622a040913f
9/27/2023,39,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,92,215466,single,1,6/2/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2734c8f092adc59b4bf4212389d
9/27/2023,40,El Jefe,Shakira & Fuerza Regida,81,170297,single,1,9/20/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2731e45888bd125c016dbe319aa
9/27/2023,41,MI EX TENÍA RAZÓN,KAROL G,88,154374,album,9,8/10/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
9/27/2023,42,I KNOW ?,Travis Scott,92,211582,album,19,7/28/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
9/27/2023,43,Locked out of Heaven,Bruno Mars,90,233478,album,10,12/7/2012,FALSE,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46
9/27/2023,44,Super Shy,NewJeans,92,154666,single,2,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2733d98a0ae7c78a3a9babaf8af
9/27/2023,45,un x100to,Grupo Frontera,82,194563,album,12,8/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27382ce4c7bbf861185252e82ae
9/27/2023,46,See You Again (feat. Kali Uchis),"Tyler, The Creator",91,180386,album,14,7/21/2017,TRUE,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
9/27/2023,47,Snooze,SZA,91,201800,album,23,12/9/2022,TRUE,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
9/27/2023,48,Anti-Hero,Taylor Swift,92,200690,album,13,10/21/2022,FALSE,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
9/27/2023,49,Sweater Weather,The Neighbourhood,90,240400,album,11,4/19/2013,FALSE,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921
9/27/2023,50,WHERE SHE GOES,Bad Bunny,93,231704,single,1,5/18/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273ab5c9cd818ad6ed3e9b79cd1
9/28/2023,1,Paint The Town Red,Doja Cat,74,230480,album,15,9/20/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb
9/28/2023,2,Seven (feat. Latto) (Explicit Ver.),Jung Kook & Latto,97,184400,single,3,7/14/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273bf5cce5a0e1ed03a626bdd74
9/28/2023,3,Cruel Summer,Taylor Swift,98,178426,album,18,8/23/2019,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
9/28/2023,4,UN PREVIEW,Bad Bunny,79,165582,single,1,9/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273c1156c6f6dedd4b9bdf89428
9/28/2023,5,Strangers,Kenya Grace,93,172964,single,1,9/1/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
9/28/2023,6,greedy,Tate McRae,90,131872,single,1,9/15/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
9/28/2023,7,QLONA,KAROL G,92,172797,album,9,8/10/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
9/28/2023,8,LALA,Myke Towers,97,197920,album,23,3/23/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05
9/28/2023,9,vampire,Olivia Rodrigo,93,219724,album,12,9/8/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
9/28/2023,10,Columbia,Quevedo,95,186000,single,1,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273a00a817b017c6f6bf8460be9
9/28/2023,11,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,96,222369,single,1,7/13/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e
9/28/2023,12,Dance The Night - From Barbie The Album,Dua Lipa,95,176579,single,1,5/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192
9/28/2023,13,fukumean,Gunna,95,125040,album,15,6/16/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273017d5e26552345c4b1575b6c
9/28/2023,14,Daylight,David Kushner,94,212953,single,1,4/14/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
9/28/2023,15,LADY GAGA,Peso Pluma,94,212878,album,17,6/29/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2732fb583ed96f8f35cbf2897ba
9/28/2023,16,I Wanna Be Yours,Arctic Monkeys,93,183956,album,12,9/9/2013,FALSE,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
9/28/2023,17,Prada,cassö & RAYE & D-Block Europe,92,132359,single,1,8/11/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e4b7dccdfd54375ded9ccc5c
9/28/2023,18,bad idea right?,Olivia Rodrigo,92,184783,album,12,9/8/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
9/28/2023,19,As It Was,Harry Styles,92,167303,album,13,5/20/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
9/28/2023,20,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,92,227195,album,16,8/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
9/28/2023,21,Kill Bill,SZA,91,153946,album,23,12/8/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
9/28/2023,22,Starboy,The Weeknd,92,230453,album,18,11/25/2016,TRUE,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
9/28/2023,23,Primera Cita,Carin Leon,85,186455,album,18,5/19/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730e30fcf494fd711ad068d1cd
9/28/2023,24,Chaleya,Anirudh Ravichander,79,200373,album,7,9/5/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273e452a6e11147f3e56aee6f5b
9/28/2023,25,Según Quién,Maluma,79,142334,album,25,8/25/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273d688b951a19f48941682e026
9/28/2023,26,Sprinter,Dave & Central Cee,93,229133,single,1,6/1/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e3a09a9ae3f1fa102c110e60
9/28/2023,27,Agora Hills,Doja Cat,65,265360,album,15,9/20/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb
9/28/2023,28,Classy 101,Feid & Young Miko,93,195986,single,1,3/31/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27329ebee2b5fb008871fcd201a
9/28/2023,29,get him back!,Olivia Rodrigo,92,211141,album,12,9/8/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
9/28/2023,30,Holanda,Jhayco,92,231693,single,1,7/28/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273cd2ceb6adaa32ecc83cec5c3
9/28/2023,31,Slow Dancing,V,93,187026,single,6,9/8/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2738e504c5aedaae49a73ed4963
9/28/2023,32,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,90,191466,single,1,8/30/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273c069abd6ab0ed961aa7b2d39
9/28/2023,33,Style,Taylor Swift,81,231000,album,13,10/27/2014,FALSE,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148
9/28/2023,34,Blank Space,Taylor Swift,81,231826,album,13,10/27/2014,FALSE,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148
9/28/2023,35,Die For You,The Weeknd,89,260253,album,18,11/24/2016,FALSE,https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a
9/28/2023,36,Another Love,Tom Odell,90,244360,album,15,6/24/2013,TRUE,https://i.scdn.co/image/ab67616d0000b2731917a0f3f4152622a040913f
9/28/2023,37,Locked out of Heaven,Bruno Mars,90,233478,album,10,12/7/2012,FALSE,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46
9/28/2023,38,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,92,215466,single,1,6/2/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2734c8f092adc59b4bf4212389d
9/28/2023,39,I KNOW ?,Travis Scott,92,211582,album,19,7/28/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
9/28/2023,40,Slime You Out (feat. SZA),Drake & SZA,89,310490,single,1,9/15/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2733b2df9103b8b1bad69ec4aa9
9/28/2023,41,MI EX TENÍA RAZÓN,KAROL G,88,154374,album,9,8/10/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273d026bf9d7780f6a1267b4d03
9/28/2023,42,Super Shy,NewJeans,92,154666,single,2,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2733d98a0ae7c78a3a9babaf8af
9/28/2023,43,Flowers,Miley Cyrus,56,200600,album,14,8/18/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273cd222052a2594be29a6616b5
9/28/2023,44,Snooze,SZA,91,201800,album,23,12/9/2022,TRUE,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
9/28/2023,45,Anti-Hero,Taylor Swift,92,200690,album,13,10/21/2022,FALSE,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
9/28/2023,46,Sweater Weather,The Neighbourhood,91,240400,album,11,4/19/2013,FALSE,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921
9/28/2023,47,un x100to,Grupo Frontera,83,194563,album,12,8/25/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27382ce4c7bbf861185252e82ae
9/28/2023,48,See You Again (feat. Kali Uchis),"Tyler, The Creator",91,180386,album,14,7/21/2017,TRUE,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
9/28/2023,49,Calm Down (with Selena Gomez),Rema,80,239317,album,22,4/27/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273963265801aa5c9740ad159b7
9/28/2023,50,La Bebe - Remix,Yng Lvcas & Peso Pluma,93,234352,single,2,3/17/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9
